1	0.001007029
0.99	0.004988935
0.98	0.008962103
0.97	0.012916452
0.96	0.016842403
0.94	0.024573152
0.92	0.032120743
0.9	0.039492235
0.88	0.046695189
0.86	0.053727251
0.84	0.060582374
0.82	0.067254844
0.8	0.073739451
0.78	0.080031491
0.76	0.086128444
0.74	0.092028124
0.72	0.097728516
0.7	0.103228275
0.68	0.108523704
0.66	0.113598841
0.64	0.118434192
0.62	0.123010267
0.6	0.127308246
0.58	0.131310484
0.56	0.135012109
0.54	0.138411777
0.52	0.141509151
0.5	0.144303056
0.48	0.146789962
0.46	0.148950041
0.44	0.150756073
0.42	0.152181339
0.4	0.153198786
0.38	0.153786905
0.36	0.153964013
0.34	0.153764557
0.32	0.153223151
0.3	0.152374074
0.28	0.151233458
0.26	0.149691576
0.24	0.147585772
0.22	0.144750195
0.2	0.141014627
0.18	0.136223132
0.16	0.130345296
0.14	0.123397586
0.12	0.115305732
0.1	0.105858346
0.08	0.094823037
0.06	0.081928597
0.05	0.074397641
0.04	0.065748921
0.03	0.055487409
0.02	0.042636155
0.012	0.030007713
0.008	0.023079496
0.004	0.014995035
0.002	0.009750184
0.001	0.006262802
0.0005	0.00393032
0	0
0.0005	-0.007847197
0.001	-0.009984255
0.002	-0.013125655
0.004	-0.017664762
0.008	-0.0240057
0.012	-0.028520947
0.02	-0.034064395
0.03	-0.037985136
0.04	-0.041203831
0.05	-0.04376484
0.06	-0.04558381
0.08	-0.04782169
0.1	-0.049366092
0.12	-0.050348588
0.14	-0.050814211
0.16	-0.050838071
0.18	-0.050492593
0.2	-0.04984835
0.22	-0.048972724
0.24	-0.047920158
0.26	-0.046741062
0.28	-0.045486183
0.3	-0.044206266
0.32	-0.042943657
0.34	-0.041702053
0.36	-0.040474395
0.38	-0.039253795
0.4	-0.038033026
0.42	-0.036806545
0.44	-0.035574182
0.46	-0.03433829
0.48	-0.033100383
0.5	-0.031862475
0.52	-0.030626247
0.54	-0.029391532
0.56	-0.028157825
0.58	-0.026924454
0.6	-0.025691251
0.62	-0.024457544
0.64	-0.023223501
0.66	-0.02198929
0.68	-0.020754743
0.7	-0.019520364
0.72	-0.018285984
0.74	-0.017051773
0.76	-0.015817562
0.78	-0.014583351
0.8	-0.01334914
0.82	-0.012114929
0.84	-0.010880718
0.86	-0.009646507
0.88	-0.008412296
0.9	-0.007178084
0.92	-0.005943873
0.94	-0.004709662
0.96	-0.003475451
0.97	-0.00285843
0.98	-0.002241408
0.99	-0.001624218
1	-0.001007029
